EMPLOYEE_ID,RATINGS_2021,JOB_FAMILY_GROUP,MANAGER_ID,GENDER,TERMINATION_TYPE,STATUS,JOB_PROFILE_NAME,JOB_FAMILY_DESC,WORK_ADDRESS_COUNTRY,engagement_score,risk_score,Promotional_Opportunities,Relationship_with_manager
1193395,Stand Out,Information Technology,1207208,Male,None,Active,IT Business Analysis Specialist,BUSINESS ANALYSIS,Australia,24,0.441245984,-9999,-9999
1196776,On Track,Human Resources,1090175,Female,None,Active,HR Manager II,REGIONAL HR,France,96,0.186251963,-9999,-9999
620916,On Track,Information Technology,1196060,Female,None,Active,Manager - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,United States of America,44,0.472531812,-9999,-9999
812139,On Track,Information Technology,115171,Male,None,Active,Specialist - Data Center Operations,DATA CENTER OPERATIONS,United States of America,77,0.498899085,-9999,-9999
1107093,On Track,Human Resources,1034372,Female,None,Active,Talent Acquisition Global Programs Manager,TALENT ACQUISITION GLOBAL PROGRAMS,United States of America,51,0.633376168,-9999,-9999
1013069,On Track,Information Technology,759484,Female,None,Active,IT Business Analysis Specialist,BUSINESS ANALYSIS,Hong Kong,89,0.329084245,-9999,-9999
621649,On Track,Information Technology,115171,Male,None,Active,Senior Analyst - Data Center Operations,DATA CENTER OPERATIONS,United States of America,77,0.602437358,-9999,-9999
621812,On Track,Information Technology,700180,Female,None,Active,Senior Specialist - IT Systems Engineering,IT SYSTEMS ENGINEERING,United States of America,47,0.45481673,-9999,-9999
621826,On Track,Information Technology,1256008,Male,None,Active,Specialist - IT Systems Engineering,IT SYSTEMS ENGINEERING,United States of America,63,0.481898767,-9999,-9999
1196870,On Track,"Legal, Compliance & Risk",1034155,Female,None,Active,Senior Counsel,ATTORNEYS,Ireland,32,0.260133703,-9999,-9999
1017124,On Track,Information Technology,805704,Male,None,Active,IT Business Analysis Administrator,BUSINESS ANALYSIS,Spain,91,0.55210158,-9999,-9999
1193405,On Track,Human Resources,1054123,Female,None,Active,Talent and Learning (Hybrid) Manager,TALENT & LEARNING (HYBRID),United Kingdom,45,0.254585858,-9999,-9999
1107062,On Track,Human Resources,1208842,Female,None,Active,HRSS Operations Analyst,HR SHARED SERVICES OPERATIONS,India,56,0.416864423,-9999,-9999
1107064,On Track,Finance,1120350,Female,None,Active,Senior Manager - Tax Advisory,TAX ADVISORY,United Kingdom,15,0.353363937,-9999,-9999
591875,On Track,Finance,1186069,Male,None,Active,Senior Director - FP&A Consolidations,FP&A-CONSOLIDATIONS,United States of America,37,0.326469668,-9999,-9999
621514,On Track,Information Technology,647105,Male,None,Active,Manager - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,United States of America,23,0.457277207,-9999,-9999
1193354,Not Rated,Information Technology,773636,Male,None,Active,Specialist - IT Systems Engineering,IT SYSTEMS ENGINEERING,United Kingdom,51,0.520030989,-9999,-9999
621521,On Track,Information Technology,510040,Male,None,Active,Senior Manager - Applications Development,APPLICATIONS DEVELOPMENT,United States of America,94,0.853459653,-9999,-9999
812249,On Track,Finance,1207542,Male,None,Active,Sub-Region Controller I,GENERAL ACCOUNTING,Turkey,27,0.056669229,-9999,-9999
1193352,On Track,Information Technology,1103675,Male,None,Active,IT Project Manager,IT PROJECT MANAGEMENT,United States of America,13,0.468921444,-9999,-9999
621536,On Track,Project Management Group,648141,Female,None,Active,Senior Manager - Project Management,PROJECT MANAGEMENT,United States of America,66,0.45903285,-9999,-9999
1012970,Stand Out,Information Technology,762326,Male,None,Active,Senior IT Project Manager,IT PROJECT MANAGEMENT,Mexico,60,0.111218604,-9999,-9999
622254,On Track,Information Technology,705907,Female,None,Active,Leader - IT Project Management,IT PROJECT MANAGEMENT,United States of America,60,0.305682921,-9999,-9999
1196933,On Track,Finance,855702,Female,None,Active,Senior Leader - FP&A,FINANCIAL PLANNING & ANALYSIS,United States of America,77,0.620368956,-9999,-9999
812313,On Track,Information Technology,580269,Male,None,Active,Specialist - IT Messaging,IT MESSAGING OPERATIONS,United States of America,98,0.466203202,-9999,-9999
1012898,On Track,Information Technology,1056177,Female,None,Active,Senior Specialist - IT Quality Assurance,IT QUALITY & ASSURANCE TESTING,United States of America,42,0.530852407,-9999,-9999
808748,On Track,Information Technology,1073454,Male,None,Active,Senior Specialist - IT Product Support,IT PRODUCT SUPPORT,Australia,61,0.429922703,-9999,-9999
622013,On Track,Information Technology,762855,Male,None,Active,Manager - Applications Development,APPLICATIONS DEVELOPMENT,United States of America,10,0.491655124,-9999,-9999
808743,Stand Out,"Legal, Compliance & Risk",1121489,Female,None,Active,Chief Compliance Officer Geography/Specialty/LOB,COMPLIANCE,Belgium,81,0.182657807,-9999,-9999
1017186,On Track,Human Resources,1237273,Female,None,Active,HR Manager II,REGIONAL HR,United Arab Emirates,3,0.187381947,-9999,-9999
1017187,Stand Out,Information Technology,781442,Female,None,Active,Leader - IT Project Management,IT PROJECT MANAGEMENT,United Kingdom,28,0.255985021,-9999,-9999
1102107,On Track,Finance,765751,Male,None,Active,Accounting Manager,GENERAL ACCOUNTING,United States of America,68,0.493360596,-9999,-9999
808661,On Track,Information Technology,1175102,Female,None,Active,Senior IT Business Analysis Specialist,BUSINESS ANALYSIS,Singapore,26,0.35150264,-9999,-9999
590976,Stand Out,Information Technology,762098,Male,None,Active,Senior Specialist - Telecommunications,TELECOMMUNICATIONS,United States of America,93,0.433256239,-9999,-9999
622962,On Track,Information Technology,1023747,Male,None,Active,Leader - IT Management,IT MANAGEMENT,United States of America,98,0.432845228,-9999,-9999
1196985,Stand Out,Finance,1116894,Female,None,Active,Accountant,GENERAL ACCOUNTING,Malaysia,43,0,-9999,-9999
1193296,On Track,Finance,1197021,Female,None,Active,Staff Accountant I,GENERAL ACCOUNTING,United States of America,97,0.415766159,-9999,-9999
1102070,On Track,Human Resources,1237273,Male,None,Active,Senior HR Manager,REGIONAL HR,Saudi Arabia,3,0.480256304,-9999,-9999
1197021,On Track,Finance,849843,Female,None,Active,Accounting Supervisor,GENERAL ACCOUNTING,United States of America,2,0.438753949,-9999,-9999
808624,Stand Out,Human Resources,751716,Female,None,Active,HRSS Operations Specialist,HR SHARED SERVICES OPERATIONS,Spain,18,0.329706279,-9999,-9999
1017358,On Track,Information Technology,705990,Male,None,Active,Senior Specialist - Systems Administration,SYSTEMS ADMINISTRATION,United Kingdom,73,0.307118396,-9999,-9999
589500,Stand Out,Office & Business Administration Services,820591,Female,None,Active,Administrative Coordinator,EXECUTIVE/ADMINISTRATIVE ASSISTANTS,United States of America,15,0.400033647,-9999,-9999
1012427,On Track,Information Technology,758559,Male,None,Active,Senior Manager - IT Product Management,IT PRODUCT MANAGEMENT,United States of America,33,0.423846221,-9999,-9999
1193037,Stand Out,Human Resources,1202344,Female,None,Active,Senior HR Manager,REGIONAL HR,United States of America,71,0.340139311,-9999,-9999
1193058,Stand Out,Finance,1257813,Female,None,Active,Sub-Region Controller I,GENERAL ACCOUNTING,United Arab Emirates,92,0.321700003,-9999,-9999
1197415,On Track,Finance,1112864,Male,None,Active,Staff Accountant I,GENERAL ACCOUNTING,Poland,86,0.407632866,-9999,-9999
1193063,Stand Out,Information Technology,806984,Male,None,Active,Senior Specialist - IT Systems Engineering,IT SYSTEMS ENGINEERING,United States of America,78,0.455530019,-9999,-9999
1197450,Stand Out,Information Technology,1082850,Male,None,Active,Senior Applications Developer,APPLICATIONS DEVELOPMENT,Australia,3,0.443171206,-9999,-9999
1193040,On Track,Finance,1196400,Male,None,Active,Staff Accountant I,GENERAL ACCOUNTING,United States of America,29,0.550778651,-9999,-9999
1101361,On Track,Human Resources,1061691,Female,None,Active,Senior Talent and Learning Analyst,TALENT & LEARNING (HYBRID),Dominican Republic,45,0.599498132,-9999,-9999
1101345,Stand Out,Information Technology,1258860,Male,None,Active,Senior Database Administrator,DATABASE ADMINISTRATION,India,83,0.516865381,-9999,-9999
628311,On Track,Information Technology,858716,Male,None,Active,Solutions Architecture Specialist,SYSTEMS ARCHITECTURE - SOLUTIONS,United States of America,54,0.470012589,-9999,-9999
589055,On Track,Information Technology,648779,Male,None,Active,Senior Specialist - Systems Administration,SYSTEMS ADMINISTRATION,United States of America,100,0.464978709,-9999,-9999
1107556,Stand Out,Information Technology,1100759,Male,None,Active,Senior Manager - Network Engineering,IT NETWORK ENGINEERING,United States of America,53,0.398996679,-9999,-9999
1107562,On Track,Finance,853708,Male,None,Active,Staff Accountant II,GENERAL ACCOUNTING,United States of America,85,0.392181483,-9999,-9999
628007,Stand Out,Information Technology,838345,Male,None,Active,Lead Applications Developer,APPLICATIONS DEVELOPMENT,United States of America,76,0.455459291,-9999,-9999
1107561,On Track,Information Technology,848770,Male,None,Active,Senior Specialist - IT Systems Engineering,IT SYSTEMS ENGINEERING,United States of America,73,0.348284058,-9999,-9999
808187,On Track,Human Resources,810681,Female,None,Active,Senior People Partner I,PEOPLE ADVISORY,United Kingdom,19,0.311502017,-9999,-9999
1193009,On Track,Project Management Group,1238834,Female,None,Active,Senior Project Manager,PROJECT MANAGEMENT,United States of America,86,0.39392807,-9999,-9999
627860,On Track,Finance,1193949,Female,None,Active,Senior Specialist -FP&A,FINANCIAL PLANNING & ANALYSIS,United States of America,96,0.491557481,-9999,-9999
1107516,On Track,Human Resources,1262238,Female,None,Active,Compensation Leader,COMPENSATION,United States of America,58,0.3946965,-9999,-9999
1197423,On Track,Human Resources,1056984,Female,None,Active,Senior Talent Acquisition Consultant,TALENT ACQUISITION,United States of America,34,0.380260947,-9999,-9999
808184,On Track,Information Technology,775394,Male,None,Active,Supervisor - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,Ireland,59,0.181716011,-9999,-9999
1193007,Stand Out,Information Technology,773878,Male,None,Active,Senior Analyst - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,Netherlands,64,0.203486199,-9999,-9999
589106,On Track,Finance,1218627,Male,None,Active,Director - Financial Reporting,FINANCIAL REPORTING,United States of America,21,0.745962358,-9999,-9999
628457,On Track,Finance,1163240,Female,None,Active,Expert - FP&A,FINANCIAL PLANNING & ANALYSIS,United States of America,43,0.352741289,-9999,-9999
746649,On Track,"Legal, Compliance & Risk",580937,Female,None,Active,Chief Counsel/Senior Assistant General Counsel,LEGAL MANAGEMENT,United States of America,51,0.28422172,-9999,-9999
1208157,On Track,Finance,876385,Female,None,Active,Senior Associate - Treasury Accounting,TREASURY ACCOUNTING,United Kingdom,90,0.41162979,-9999,-9999
840098,Stand Out,Information Technology,1016175,Male,None,Active,Lead IT Project Manager,IT PROJECT MANAGEMENT,Italy,50,0.024647662,-9999,-9999
796742,Stand Out,Information Technology,818481,Male,None,Active,Applications Developer,APPLICATIONS DEVELOPMENT,United Kingdom,34,0.356645488,-9999,-9999
1208053,On Track,Operations,803476,Female,None,Active,Analyst- Insurance Operations,INSURANCE OPERATIONS,China,24,0.127373643,-9999,-9999
1081274,On Track,Information Technology,843870,Male,None,Active,Senior Applications Development Analyst,APPLICATIONS DEVELOPMENT,India,30,0.513210851,-9999,-9999
746533,On Track,Information Technology,781442,Male,None,Active,Senior Leader - IT Management,IT MANAGEMENT,United States of America,28,0.642448973,-9999,-9999
1208114,On Track,Finance,1068473,Female,None,Active,Senior Director - Tax Advisory,TAX ADVISORY,United States of America,21,0.584227475,-9999,-9999
746823,On Track,Information Technology,515610,Male,None,Active,Supervisor - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,China,16,0.094193127,-9999,-9999
1033441,On Track,Finance,523963,Female,None,Active,Supervisor - Accounting Operations,ACCOUNTING OPERATIONS,Colombia,57,0.38857488,-9999,-9999
796686,On Track,Finance,1080709,Male,None,Active,Accounting Manager,GENERAL ACCOUNTING,Mexico,44,0.336867358,-9999,-9999
1033463,On Track,Human Resources,1250220,Female,None,Active,Senior HR Manager,REGIONAL HR,Portugal,14,0.514057973,-9999,-9999
1081004,On Track,Human Resources,1040003,Female,None,Active,Payroll Analyst,PAYROLL,United States of America,78,0.426566254,0,1
1115502,Not Rated,Finance,1099203,Male,None,Active,Senior Analyst - Tax Operations,TAX OPERATIONS,Poland,26,0.301302706,-9999,-9999
1208163,Stand Out,Information Technology,106634,Male,None,Active,Senior Specialist - IT Product Support,IT PRODUCT SUPPORT,Canada,78,0.283884793,-9999,-9999
746968,On Track,Information Technology,1057247,Male,None,Active,Lead IT Project Manager,IT PROJECT MANAGEMENT,France,76,0.254166366,-9999,-9999
1101480,On Track,Finance,843197,Male,None,Active,Senior Specialist -FP&A,FINANCIAL PLANNING & ANALYSIS,United States of America,61,0.291321359,-9999,-9999
1100973,On Track,Finance,861572,Female,None,Active,Staff Accountant II,GENERAL ACCOUNTING,United States of America,15,0.51503604,-9999,-9999
628696,On Track,Information Technology,760636,Male,None,Active,Lead Specialist - IT Product Management,IT PRODUCT MANAGEMENT,United States of America,95,0.341072909,-9999,-9999
808276,On Track,Information Technology,671081,Female,None,Active,Leader - IT Management,IT MANAGEMENT,United States of America,57,0.371609684,-9999,-9999
1017986,Stand Out,Marketing,1090115,Female,None,Active,Senior Marketing Leader,BUSINESS TO BUSINESS MARKETING,United States of America,99,0.345091217,-9999,-9999
1107484,On Track,Information Technology,519927,Male,None,Active,Senior Analyst - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,Poland,79,0.44184648,-9999,-9999
630929,On Track,"Legal, Compliance & Risk",740844,Female,None,Active,Senior Compliance Specialist,COMPLIANCE,United States of America,39,0.378332476,-9999,-9999
588674,On Track,Information Technology,1171244,Male,None,Active,Senior Analyst - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,United States of America,42,0.504318157,-9999,-9999
588563,Stand Out,Finance,590774,Female,None,Active,Senior Audit Director,INTERNAL AUDIT,United States of America,26,0.314344436,-9999,-9999
1197659,On Track,Information Technology,741690,Male,None,Active,Senior Analyst - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,United States of America,43,0.415134996,-9999,-9999
1100972,Stand Out,"Legal, Compliance & Risk",778401,Female,None,Active,Assistant General Counsel,ATTORNEYS,United States of America,4,0.350098037,-9999,-9999
1100987,On Track,Finance,1118911,Female,None,Active,Staff Accountant II,GENERAL ACCOUNTING,United Kingdom,8,0.436625536,-9999,-9999
1100988,Stand Out,Finance,756645,Female,None,Active,Manager Treasury Accounting,TREASURY ACCOUNTING,United Kingdom,62,0.329854213,-9999,-9999
1018426,On Track,Information Technology,1222042,Male,None,Active,Senior Service Desk Technical Support Analyst,SERVICE DESK TECHNICAL SUPPORT,United States of America,55,0.565193095,-9999,-9999
1197679,On Track,Information Technology,1154794,Male,None,Active,Applications Developer,APPLICATIONS DEVELOPMENT,Australia,7,0.450320768,-9999,-9999
1012191,On Track,Finance,1022561,Male,None,Active,Staff Accountant II,GENERAL ACCOUNTING,United States of America,51,0.515680251,-9999,-9999
808342,On Track,Information Technology,702179,Male,None,Active,Lead Specialist - IT Systems Engineering,IT SYSTEMS ENGINEERING,Australia,8,0.347702245,-9999,-9999
1012537,On Track,Finance,1220421,Female,None,Active,Senior Manager - Tax Advisory,TAX ADVISORY,Mexico,92,0.214093567,-9999,-9999
1101571,Stand Out,Information Technology,838345,Female,None,Active,Agility Coach,BUSINESS AGILITY,United States of America,76,0.365321645,-9999,-9999
1193119,On Track,Finance,1197021,Female,None,Active,Staff Accountant I,GENERAL ACCOUNTING,United States of America,97,0.618458282,-9999,-9999
812496,On Track,Information Technology,1155432,Male,None,Active,Specialist - Systems Administration,SYSTEMS ADMINISTRATION,United States of America,74,0.878669515,-9999,-9999
1193111,On Track,"Legal, Compliance & Risk",1208412,Male,None,Active,Compliance Officer,COMPLIANCE,United States of America,70,0.388156212,-9999,-9999
1197318,On Track,Finance,1082358,Male,None,Active,Senior Analyst - FP&A,FINANCIAL PLANNING & ANALYSIS,Peru,39,0.423734377,-9999,-9999
1197488,On Track,"Legal, Compliance & Risk",1214019,Female,None,Active,Risk Management - Senior Specialist,RISK MANAGEMENT,Ireland,92,0.264662554,-9999,-9999
1193020,On Track,Finance,1045383,Male,None,Active,Staff Accountant II,GENERAL ACCOUNTING,United Kingdom,8,0.338287491,-9999,-9999
628253,Stand Out,Communications,648094,Female,None,Active,Internal Communications - Lead Specialist,INTERNAL COMMUNICATIONS,United States of America,37,0.284894741,-9999,-9999
1193117,On Track,Finance,1197021,Male,None,Active,Staff Accountant I,GENERAL ACCOUNTING,United States of America,97,0.536346513,-9999,-9999
812555,On Track,Information Technology,670896,Male,None,Active,Leader - IT Project Management,IT PROJECT MANAGEMENT,United States of America,55,0.367457524,-9999,-9999
1107478,On Track,Operations,1031277,Female,None,Active,Specialist - Data Management,DATA MANAGEMENT,Ireland,83,0.853903111,-9999,-9999
1101438,On Track,Information Technology,707888,Male,None,Active,Manager - IT Provisioning Management,IT PROVISIONING MANAGEMENT,United Kingdom,4,0.2460512,-9999,-9999
1101606,On Track,Information Technology,838345,Male,None,Active,Applications Developer,APPLICATIONS DEVELOPMENT,United States of America,76,0.539938631,-9999,-9999
1197287,On Track,Finance,1056196,Female,None,Active,Staff Accountant II,GENERAL ACCOUNTING,China,72,0.494654174,-9999,-9999
1080284,On Track,Finance,868232,Female,None,Active,Staff Accountant I,GENERAL ACCOUNTING,Hong Kong,96,0.5043924,-9999,-9999
1117172,Not Rated,Human Resources,1255296,Female,None,Active,HRSS Operations Analyst,HR SHARED SERVICES OPERATIONS,Argentina,58,0.539010912,-9999,-9999
525934,On Track,Finance,772547,Female,None,Active,Sub-Region Controller I,GENERAL ACCOUNTING,Germany,32,0.220487925,-9999,-9999
817757,Stand Out,Finance,1038366,Female,None,Active,Staff Accountant II,GENERAL ACCOUNTING,United Kingdom,38,0.375692849,-9999,-9999
1207494,On Track,Office & Business Administration Services,1034372,Female,None,Active,Senior Administrative Assistant,EXECUTIVE/ADMINISTRATIVE ASSISTANTS,United Kingdom,51,0.415527398,-9999,-9999
744692,Stand Out,Finance,874908,Female,None,Active,Leader - FP&A,FINANCIAL PLANNING & ANALYSIS,France,83,0.148661006,-9999,-9999
1082311,On Track,Sales & Client / Carrier Relationship Management,1024936,Male,None,Active,Senior Manager - Business Development - Internal,BUSINESS DEVELOPMENT - INTERNAL,United Kingdom,98,0.846850688,-9999,-9999
1032567,Stand Out,Finance,1080709,Female,None,Active,Accounting Manager,GENERAL ACCOUNTING,Mexico,44,0.4418435,-9999,-9999
752937,On Track,Human Resources,798067,Male,None,Active,Lead Benefits Specialist,BENEFITS,United States of America,96,0.714211955,-9999,-9999
752890,On Track,Finance,572466,Female,None,Active,Specialist - FP&A,FINANCIAL PLANNING & ANALYSIS,Colombia,24,0.412595401,-9999,-9999
1210057,On Track,Finance,1212916,Male,None,Active,Staff Accountant II,GENERAL ACCOUNTING,Mexico,17,0.657478276,-9999,-9999
1117143,Stand Out,Human Resources,1042120,Female,None,Active,HR Generalist,HR BUSINESS PARTNERS,United States of America,42,0.452490223,-9999,-9999
1001179,Stand Out,Finance,855702,Female,None,Active,Senior Leader - FP&A,FINANCIAL PLANNING & ANALYSIS,United Arab Emirates,77,0,-9999,-9999
521038,Off Track,Finance,1203729,Female,None,Active,Staff Accountant I,GENERAL ACCOUNTING,Brazil,90,0.545475202,-9999,-9999
753177,Stand Out,Project Management Group,598348,Female,None,Active,Project Manager,PROJECT MANAGEMENT,United States of America,52,0.413512754,-9999,-9999
1036162,On Track,Information Technology,1242688,Male,None,Active,Supervisor - Service Desk Technical Support,SERVICE DESK TECHNICAL SUPPORT,United Kingdom,77,0.392438799,-9999,-9999
1210197,Stand Out,Information Technology,1217783,Male,None,Active,Senior Applications Development Analyst,APPLICATIONS DEVELOPMENT,India,17,0.385934287,-9999,-9999
1185439,On Track,"Legal, Compliance & Risk",875066,Female,None,Active,Senior Specialist -Contract Administration,CONTRACT ADMINISTRATION,United Kingdom,53,0.420401471,-9999,-9999
1076583,Stand Out,Information Technology,1013740,Male,None,Active,Senior IT Business Analyst,BUSINESS ANALYSIS,China,35,0.279876383,-9999,-9999
1001029,Stand Out,"Legal, Compliance & Risk",1178741,Female,None,Active,Lead Compliance Officer Geography/Specialty/LOB,COMPLIANCE,United Kingdom,12,0.251472591,-9999,-9999
1210213,On Track,"Legal, Compliance & Risk",858332,Female,None,Active,Compliance Officer,COMPLIANCE,United Kingdom,25,0.4805856,-9999,-9999
1076509,On Track,Information Technology,621514,Male,None,Active,Senior Specialist - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,United States of America,41,0.381526741,-9999,-9999
1001023,On Track,Creative Services,512707,Female,None,Active,Translation Specialist,TRANSLATORS,United Kingdom,68,0.256395477,-9999,-9999
1210232,Stand Out,Finance,590774,Male,None,Active,Senior Audit Director,INTERNAL AUDIT,United Kingdom,26,0.389335267,-9999,-9999
1001008,Stand Out,Finance,643779,Male,None,Active,Accounting Supervisor,GENERAL ACCOUNTING,United States of America,56,0.812605146,-9999,-9999
1036188,Stand Out,Human Resources,881610,Male,None,Active,Internal HR Consulting Leader,INTERNAL HR CONSULTING,United States of America,43,0.261850133,-9999,-9999
1036186,On Track,Finance,1000990,Female,None,Active,Leader - FP&A,FINANCIAL PLANNING & ANALYSIS,United States of America,39,0.704470355,-9999,-9999
1210254,On Track,Human Resources,709977,Male,None,Active,HRSS Operations Associate,HR SHARED SERVICES OPERATIONS,Brazil,84,0.484257128,-9999,-9999
1117121,On Track,Finance,1170354,Female,None,Active,Staff Accountant II,GENERAL ACCOUNTING,Poland,7,0.402775977,-9999,-9999
1210038,Stand Out,Finance,1163375,Female,None,Active,Senior Specialist - Tax Advisory,TAX ADVISORY,United Kingdom,29,0.460917202,-9999,-9999
1117097,On Track,Human Resources,1204450,Female,None,Active,HR Manager II,REGIONAL HR,China,95,0.329653826,-9999,-9999
840681,On Track,Finance,862775,Male,None,Active,Staff Accountant I,GENERAL ACCOUNTING,United States of America,80,0.466614822,-9999,-9999
752989,Stand Out,Information Technology,743566,Female,None,Active,Leader - Enterprise Systems Architecture,SYSTEMS ARCHITECTURE - ENTERPRISE,United States of America,0,0.365403254,-9999,-9999
1003574,On Track,Information Technology,1085625,Male,None,Active,Manager - Applications Development,APPLICATIONS DEVELOPMENT,India,48,0.381506427,-9999,-9999
1082692,On Track,Finance,1112317,Female,None,Active,Associate II - Treasury Accounting,TREASURY ACCOUNTING,United States of America,70,0.48143196,-9999,-9999
1082673,On Track,Information Technology,865509,Female,None,Active,Analyst - IT Product Support,IT PRODUCT SUPPORT,Russian Federation,98,0.138528738,-9999,-9999
744054,On Track,Information Technology,743625,Female,None,Active,Manager - IT Quality Assurance,IT QUALITY & ASSURANCE TESTING,United States of America,75,0.494669473,-9999,-9999
1207382,On Track,Information Technology,1210903,Female,None,Active,Analyst - IT Product Support,IT PRODUCT SUPPORT,India,18,0.392620987,-9999,-9999
1003701,On Track,Finance,705550,Female,None,Active,Senior Finance Manager - FP&A,FINANCIAL PLANNING & ANALYSIS,United Kingdom,9,0.365594244,-9999,-9999
1032346,Stand Out,Finance,566340,Female,None,Active,Leader - FP&A,FINANCIAL PLANNING & ANALYSIS,United States of America,24,0.264533352,-9999,-9999
797298,On Track,Human Resources,1098214,Female,None,Active,HR Leader,HR BUSINESS PARTNERS,Mexico,41,0.072315147,-9999,-9999
1032484,On Track,Human Resources,799496,Female,None,Active,Senior HRSS Operations Analyst,HR SHARED SERVICES OPERATIONS,China,10,0.336798883,-9999,-9999
1082530,On Track,Human Resources,1251763,Female,None,Active,Senior HRSS Operations Associate,HR SHARED SERVICES OPERATIONS,France,13,0.334984236,-9999,-9999
1207426,On Track,Information Technology,850296,Male,None,Active,Applications Development Analyst,APPLICATIONS DEVELOPMENT,India,65,0.405387016,-1,-1
744592,On Track,Information Technology,1073454,Female,None,Active,Specialist - IT Product Support,IT PRODUCT SUPPORT,Australia,61,0.455776347,-9999,-9999
1115007,On Track,Human Resources,1040003,Female,None,Active,Senior Payroll Analyst,PAYROLL,United States of America,78,0.907125844,-9999,-9999
1003513,On Track,Human Resources,1010157,Female,None,Active,Senior People Partner I,PEOPLE ADVISORY,United States of America,84,0.213240379,-9999,-9999
1082358,Stand Out,Finance,857010,Male,None,Active,Senior Finance Manager - FP&A,FINANCIAL PLANNING & ANALYSIS,Mexico,100,0.028133012,-9999,-9999
1187513,On Track,Finance,760239,Female,None,Active,Staff Accountant II,GENERAL ACCOUNTING,Spain,69,0.349445641,-9999,-9999
1032546,On Track,Human Resources,1201136,Female,None,Active,Senior HR Manager,REGIONAL HR,Romania,69,0.584676015,-9999,-9999
744523,Stand Out,Information Technology,856267,Male,None,Active,Leader - IT Project Management,IT PROJECT MANAGEMENT,Australia,83,0.308381026,-9999,-9999
744530,On Track,Information Technology,1076151,Male,None,Active,Senior Applications Developer,APPLICATIONS DEVELOPMENT,Czechia,66,0.463084089,-9999,-9999
1114904,On Track,Finance,1197881,Female,None,Active,Staff Accountant II,GENERAL ACCOUNTING,Malaysia,54,0.407551762,-9999,-9999
744697,Stand Out,Finance,1259988,Female,None,Active,Accounting Coordinator,GENERAL ACCOUNTING,France,45,0.232145553,-9999,-9999
1082290,Stand Out,Finance,1038366,Male,None,Active,Accountant,GENERAL ACCOUNTING,United Kingdom,38,0.385174438,-9999,-9999
744504,On Track,Finance,528255,Female,None,Active,Staff Accountant I,GENERAL ACCOUNTING,Australia,52,0.575185974,-9999,-9999
1207444,On Track,Human Resources,1165425,Female,None,Active,Payroll Analyst,PAYROLL,United Kingdom,5,0.550977688,-9999,-9999
817766,On Track,Information Technology,1166817,Male,None,Active,Senior Analyst - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,United Kingdom,32,0.395834161,-9999,-9999
1115013,On Track,"Legal, Compliance & Risk",817360,Male,None,Active,Senior Paralegal,PARALEGALS,United States of America,81,0.476253402,-9999,-9999
1003495,On Track,Finance,1107864,Female,None,Active,Staff Accountant I,GENERAL ACCOUNTING,Poland,74,0.400815835,-9999,-9999
1207542,On Track,Finance,1261882,Female,None,Active,Sub-Region Controller II,GENERAL ACCOUNTING,Italy,89,0.74586298,-9999,-9999
1187500,Stand Out,Information Technology,703139,Male,None,Active,Lead Specialist - IT Systems Engineering,IT SYSTEMS ENGINEERING,United States of America,8,0.276693503,-9999,-9999
1082296,On Track,Real Estate & Facilities,1039269,Female,None,Active,Supervisor - Facilities,FACILITIES,Poland,6,0.344673503,-9999,-9999
1210241,On Track,Human Resources,1087307,Female,None,Active,Talent Acquisition Recruiter,TALENT ACQUISITION,Poland,93,0.380712847,-9999,-9999
1035775,Stand Out,Information Technology,705907,Male,None,Active,Senior Manager - IT Project Management,IT PROJECT MANAGEMENT,United Kingdom,60,0.225922252,-9999,-9999
752516,On Track,"Legal, Compliance & Risk",740844,Female,None,Active,Senior Compliance Specialist,COMPLIANCE,United States of America,39,0.438202454,-9999,-9999
752557,On Track,Information Technology,838345,Male,None,Active,Senior IT Business Analysis Specialist,BUSINESS ANALYSIS,Canada,76,0.382846559,-9999,-9999
1076910,On Track,Information Technology,1099982,Male,None,Active,Senior Applications Development Analyst,APPLICATIONS DEVELOPMENT,Mexico,18,0.515774741,-9999,-9999
1186073,On Track,"Legal, Compliance & Risk",874130,Male,None,Active,Assistant General Counsel,ATTORNEYS,United Kingdom,50,0.396883564,-9999,-9999
1186069,Stand Out,Finance,820591,Female,None,Active,VP - Head of Investor Relations,INVESTOR RELATIONS,United States of America,15,0.164792544,-9999,-9999
1076926,Stand Out,Information Technology,1158231,Female,None,Active,Senior Analyst - Onsite Technical Support,ONSITE TECHNICAL SUPPORT,New Zealand,79,0.539999456,1,-1
1035897,On Track,Human Resources,850234,Female,None,Active,Senior Corporate Social Responsibility Specialist,CORPORATE SOCIAL RESPONSIBILITY,United States of America,44,0.199326377,-9999,-9999
752692,On Track,Finance,769521,Female,None,Active,Associate Accountant,GENERAL ACCOUNTING,Spain,79,0.480781627,-9999,-9999
